39.0,42.0,103.0,0.0,0.0
32.0,49.0,103.0,1.0,10.0
0.0,22.0,103.0,2.0,20.0
31.0,7.0,101.0,3.0,30.0
41.0,7.0,101.0,4.0,40.0
39.0,17.0,101.0,5.0,50.0
20.0,30.0,101.0,6.0,60.0
38.0,47.0,101.0,7.0,70.0
40.0,27.0,103.0,8.0,80.0
18.0,32.0,101.0,9.0,90.0
37.0,43.0,101.0,10.0,100.0
28.0,19.0,101.0,11.0,110.0
43.0,44.0,101.0,12.0,120.0
39.0,39.0,101.0,13.0,130.0
9.0,14.0,101.0,14.0,140.0
26.0,39.0,101.0,15.0,150.0
12.0,46.0,103.0,16.0,160.0
25.0,22.0,101.0,17.0,170.0
34.0,1.0,101.0,18.0,180.0
4.0,3.0,101.0,19.0,190.0
32.0,47.0,101.0,20.0,200.0
31.0,1.0,101.0,21.0,210.0
25.0,23.0,101.0,22.0,220.0
27.0,48.0,103.0,23.0,230.0
33.0,40.0,101.0,24.0,240.0
38.0,31.0,101.0,25.0,250.0
50.0,45.0,101.0,26.0,260.0
48.0,15.0,101.0,27.0,270.0
24.0,21.0,101.0,28.0,280.0
9.0,26.0,103.0,29.0,290.0
34.0,31.0,201.0,0.0,50.0
20.0,12.0,201.0,1.0,60.0
16.0,11.0,201.0,2.0,70.0
40.0,35.0,201.0,3.0,80.0
34.0,11.0,201.0,4.0,90.0
50.0,29.0,201.0,5.0,100.0
39.0,10.0,201.0,6.0,110.0
8.0,25.0,201.0,7.0,120.0
35.0,10.0,201.0,8.0,130.0
30.0,42.0,201.0,9.0,140.0
17.0,45.0,201.0,10.0,150.0
32.0,28.0,201.0,11.0,160.0
28.0,40.0,201.0,12.0,170.0
42.0,22.0,201.0,13.0,180.0
30.0,40.0,201.0,14.0,190.0
47.0,8.0,201.0,15.0,200.0
36.0,10.0,201.0,16.0,210.0
33.0,31.0,201.0,17.0,220.0
46.0,3.0,201.0,18.0,230.0
4.0,18.0,201.0,19.0,240.0
44.0,4.0,201.0,20.0,250.0
28.0,0.0,201.0,21.0,260.0
0.0,8.0,201.0,22.0,270.0
1.0,14.0,201.0,23.0,280.0
3.0,12.0,201.0,24.0,290.0
26.0,1.0,201.0,25.0,300.0
5.0,44.0,201.0,26.0,310.0
41.0,12.0,201.0,27.0,320.0
31.0,19.0,201.0,28.0,330.0
33.0,5.0,201.0,29.0,340.0
40.0,27.0,-1001.0,-1.0,-1.0
40.0,27.0,-1002.0,-1.0,-1.0
1.0,1.0,-2001.0,-1.0,-1.0
1.0,1.0,-2002.0,-1.0,-1.0
39.0,42.0,0.0,-1.0,-1.0
39.0,42.0,0.0,-1.0,-1.0
32.0,49.0,0.0,-1.0,-1.0
32.0,49.0,0.0,-1.0,-1.0
0.0,22.0,0.0,-1.0,-1.0
0.0,22.0,0.0,-1.0,-1.0
40.0,27.0,0.0,-1.0,-1.0
40.0,27.0,0.0,-1.0,-1.0
12.0,46.0,0.0,-1.0,-1.0
12.0,46.0,0.0,-1.0,-1.0
27.0,48.0,0.0,-1.0,-1.0
27.0,48.0,0.0,-1.0,-1.0
9.0,26.0,0.0,-1.0,-1.0
9.0,26.0,0.0,-1.0,-1.0
