121.417923,39.200435,101,0,22.5
121.420623,39.200539,101,1,26.98333333333335
121.479239,39.24971,101,2,1.1000000000000227
121.465783,39.249449,103,3,9.550000000000068
121.465783,39.249449,103,4,12.5
121.462681,39.261543,101,5,18.633333333333326
121.462828,39.261555,101,6,19.600000000000023
121.471328,39.290723,103,7,1.933333333333394
121.471328,39.290723,103,8,5.7000000000000455
121.471622,39.290876,101,9,4.6666666666667425
121.471536,39.291006,101,10,2.216666666666697
121.432127,39.294018,101,11,5.150000000000091
121.435809,39.297098,101,12,0.15000000000009095
121.437168,39.295039,101,13,9.700000000000045
121.432424,39.293791,101,14,10.483333333333348
121.432577,39.293796,103,15,27.883333333333326
121.432577,39.293796,103,16,28.050000000000068
121.452226,39.209721,101,17,0.20000000000004547
121.447666,39.213948,101,18,2.0
121.42049,39.253781,103,19,35.76666666666665
121.42049,39.253781,103,20,40.03333333333342
121.42049,39.253781,103,21,38.933333333333394
121.424182,39.247667,103,22,36.58333333333337
121.410581,39.251449,101,23,48.200000000000045
121.424513,39.246358,101,24,0.0
121.424182,39.247667,103,25,5.6666666666667425
121.424545,39.252117,101,26,13.416666666666742
121.432413,39.250488,101,27,7.5166666666666515
121.432916,39.249887,101,28,12.800000000000068
121.418322,39.200215,101,29,10.666666666666742
121.426284,39.202061,201,0,44.5
121.423054,39.201451,201,1,38.866666666666674
121.466394,39.265121,201,2,31.950000000000045
121.468694,39.265201,201,3,36.53333333333342
121.468584,39.265311,201,4,41.48333333333335
121.470314,39.263961,201,5,38.58333333333337
121.469244,39.263621,201,6,39.58333333333337
121.470884,39.294371,201,7,18.933333333333394
121.453444,39.269931,201,8,39.700000000000045
121.472064,39.292211,201,9,19.633333333333326
121.472594,39.291291,201,10,21.200000000000045
121.443044,39.297621,201,11,36.15000000000009
121.437364,39.298471,201,12,12.133333333333326
121.447544,39.300291,201,13,40.65000000000009
121.443034,39.299631,201,14,37.48333333333335
121.451534,39.310461,201,15,57.883333333333326
121.460254,39.301161,201,16,58.05000000000007
121.437574,39.201971,201,17,45.16666666666674
121.437414,39.200381,201,18,22.966666666666697
121.396924,39.263851,201,19,67.73333333333335
121.396484,39.262071,201,20,74.83333333333337
121.396484,39.262051,201,21,72.91666666666674
121.401764,39.266871,201,22,75.58333333333337
121.396954,39.262331,201,23,82.1833333333334
121.427574,39.253741,201,24,9.0
121.428434,39.260681,201,25,45.66666666666674
121.438864,39.263511,201,26,65.2166666666667
121.432594,39.263081,201,27,46.433333333333394
121.435784,39.250471,201,28,44.78333333333342
121.426564,39.196221,201,29,34.65000000000009
