121.487487,39.127203,101,0,1112.9666666666667
121.485881,39.128337,101,1,1108.1333333333334
121.561873,39.183214,101,2,718.25
121.559723,39.18929,101,3,716.9166666666666
121.561344,39.189257,101,4,738.1333333333333
121.563035,39.184174,101,5,727.8166666666667
121.559723,39.18929,101,6,735.85
121.55979,39.188969,101,7,936.8166666666667
121.560335,39.189038,101,8,931.8666666666667
121.560614,39.190001,101,9,938.5
121.466639,39.140599,101,10,672.5166666666667
121.452841,39.131685,101,11,687.7333333333333
121.454071,39.131391,103,12,707.6
121.454071,39.131391,103,13,709.0333333333333
121.458046,39.139124,101,14,699.0
121.56033,39.189037,101,15,619.6166666666667
121.559914,39.185352,101,16,712.9166666666666
121.561396,39.188827,101,17,685.2
121.469891,39.170897,103,18,565.75
121.469891,39.170897,103,19,695.8833333333333
121.469274,39.171123,103,20,714.75
121.470048,39.171146,101,21,733.6166666666667
121.469726,39.170748,101,22,741.6666666666666
121.469726,39.170748,101,23,743.65
121.469304,39.171051,101,24,928.7666666666667
121.469891,39.170897,103,25,1038.65
121.469304,39.171051,101,26,1080.75
121.469274,39.171123,103,27,1078.3833333333334
121.470048,39.171146,101,28,1099.7166666666667
121.487287,39.140503,103,29,624.6666666666666
121.487287,39.140503,103,30,624.85
121.487287,39.140503,103,31,625.1166666666667
121.487287,39.140503,103,32,628.8666666666667
121.558686,39.191528,101,33,769.3333333333334
121.559986,39.189521,101,34,782.1
121.559986,39.189521,101,35,791.2833333333333
121.485842,39.127674,101,36,0.0
121.47437,39.13031,101,37,672.9333333333333
121.486395,39.130826,101,38,711.0166666666667
121.486104,39.128709,101,39,697.6
121.485894,39.128841,101,40,699.1
121.442841,39.157186,101,41,666.9666666666667
121.443084,39.157001,101,42,618.2333333333333
121.43781,39.15207,101,43,657.4166666666666
121.416218,39.151407,101,44,696.1666666666666
121.416339,39.1526,101,45,700.95
121.416339,39.1526,101,46,707.3333333333334
121.485808,39.128729,101,47,795.9333333333333
121.486318,39.127383,101,48,815.8333333333334
121.486398,39.128349,101,49,819.3
121.488664,39.125051,201,0,1131.95
121.494514,39.121071,201,1,1139.0833333333333
121.555384,39.192271,201,2,747.25
121.556724,39.189591,201,3,734.9166666666666
121.555574,39.192171,201,4,759.1166666666667
121.555134,39.192331,201,5,748.8166666666667
121.555124,39.192331,201,6,759.8333333333334
121.558984,39.173141,201,7,968.75
121.562414,39.188701,201,8,955.8666666666667
121.560134,39.174741,201,9,960.45
121.451744,39.134641,201,10,694.4666666666667
121.454984,39.128331,201,11,704.7
121.458184,39.145991,201,12,740.5666666666667
121.457484,39.132661,201,13,730.0166666666667
121.458774,39.146711,201,14,729.9833333333333
121.563594,39.192061,201,15,690.0
121.563144,39.191391,201,16,724.9
121.573964,39.196851,201,17,710.15
121.471584,39.168431,201,18,720.0
121.467304,39.168091,201,19,726.8
121.469804,39.172851,201,20,765.7
121.448344,39.173341,201,21,763.3333333333334
121.457454,39.166151,201,22,771.5833333333334
121.457454,39.166151,201,23,774.5666666666667
121.478934,39.164831,201,24,1065.0
121.468264,39.167331,201,25,1062.5666666666666
121.470014,39.183021,201,26,1103.7333333333333
121.465124,39.193581,201,27,1123.35
121.476444,39.192281,201,28,1128.7
121.489304,39.145751,201,29,659.6666666666666
121.489304,39.145751,201,30,659.85
121.488374,39.149451,201,31,660.1166666666667
121.491614,39.146601,201,32,663.8666666666667
121.559374,39.192611,201,33,800.3333333333334
121.563894,39.188921,201,34,797.0166666666667
121.563894,39.188921,201,35,803.2166666666667
121.486784,39.125871,201,36,0.0
121.494674,39.125351,201,37,703.9166666666666
121.504114,39.139021,201,38,753.9666666666667
121.492124,39.132561,201,39,727.6
121.493904,39.142631,201,40,732.05
121.413094,39.151901,201,41,747.9666666666667
121.430454,39.153991,201,42,651.2
121.412724,39.137421,201,43,686.4
121.402264,39.162851,201,44,721.1666666666666
121.413404,39.156531,201,45,719.9166666666666
121.397354,39.156091,201,46,752.2
121.490144,39.135701,201,47,847.15
121.485454,39.128321,201,48,827.55
121.486164,39.128831,201,49,830.9666666666667
